Longitude,Latitude,Altitude,d0101,d0102,d0103,d0104,d0105,d0106,d0107,d0108,d0109,d0110,d0111,d0112,d0113,d0114,d0115,d0116,d0117,d0118,d0119,d0120,d0121,d0122,d0123,d0124,d0125,d0126,d0127,d0128,d0129,d0130,d0131,d0201,d0202,d0203,d0204,d0205,d0206,d0207,d0208,d0209,d0210,d0211,d0212,d0213,d0214,d0215,d0216,d0217,d0218,d0219,d0220,d0221,d0222,d0223,d0224,d0225,d0226,d0227,d0228,d0301,d0302,d0303,d0304,d0305,d0306,d0307,d0308,d0309,d0310,d0311,d0312,d0313,d0314,d0315,d0316,d0317,d0318,d0319,d0320,d0321,d0322,d0323,d0324,d0325,d0326,d0327,d0328,d0329,d0330,d0331,d0401,d0402,d0403,d0404,d0405,d0406,d0407,d0408,d0409,d0410,d0411,d0412,d0413,d0414,d0415,d0416,d0417,d0418,d0419,d0420,d0421,d0422,d0423,d0424,d0425,d0426,d0427,d0428,d0429,d0430,d0501,d0502,d0503,d0504,d0505,d0506,d0507,d0508,d0509,d0510,d0511,d0512,d0513,d0514,d0515,d0516,d0517,d0518,d0519,d0520,d0521,d0522,d0523,d0524,d0525,d0526,d0527,d0528,d0529,d0530,d0531,d0601,d0602,d0603,d0604,d0605,d0606,d0607,d0608,d0609,d0610,d0611,d0612,d0613,d0614,d0615,d0616,d0617,d0618,d0619,d0620,d0621,d0622,d0623,d0624,d0625,d0626,d0627,d0628,d0629,d0630,d0701,d0702,d0703,d0704,d0705,d0706,d0707,d0708,d0709,d0710,d0711,d0712,d0713,d0714,d0715,d0716,d0717,d0718,d0719,d0720,d0721,d0722,d0723,d0724,d0725,d0726,d0727,d0728,d0729,d0730,d0731,d0801,d0802,d0803,d0804,d0805,d0806,d0807,d0808,d0809,d0810,d0811,d0812,d0813,d0814,d0815,d0816,d0817,d0818,d0819,d0820,d0821,d0822,d0823,d0824,d0825,d0826,d0827,d0828,d0829,d0830,d0831,d0901,d0902,d0903,d0904,d0905,d0906,d0907,d0908,d0909,d0910,d0911,d0912,d0913,d0914,d0915,d0916,d0917,d0918,d0919,d0920,d0921,d0922,d0923,d0924,d0925,d0926,d0927,d0928,d0929,d0930,d1001,d1002,d1003,d1004,d1005,d1006,d1007,d1008,d1009,d1010,d1011,d1012,d1013,d1014,d1015,d1016,d1017,d1018,d1019,d1020,d1021,d1022,d1023,d1024,d1025,d1026,d1027,d1028,d1029,d1030,d1031,d1101,d1102,d1103,d1104,d1105,d1106,d1107,d1108,d1109,d1110,d1111,d1112,d1113,d1114,d1115,d1116,d1117,d1118,d1119,d1120,d1121,d1122,d1123,d1124,d1125,d1126,d1127,d1128,d1129,d1130,d1201,d1202,d1203,d1204,d1205,d1206,d1207,d1208,d1209,d1210,d1211,d1212,d1213,d1214,d1215,d1216,d1217,d1218,d1219,d1220,d1221,d1222,d1223,d1224,d1225,d1226,d1227,d1228,d1229,d1230,d1231,Media
-53.7167,-24.7333,547,0,0,0,18,0,0,0,0,1,0,0.1,0,31,0,0,0,3.3,40.4,0,0,0,5,0,0,0,0,0,1.4,0.3,13.1,4.8,0,32,0,7,37.5,0,0,22.7,42,19,8.5,20.8,20,0,14.8,0,0,0,0,0,0,0,10.7,1,11.5,0,51.4,1,0,0,0,0,1.4,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,32.8,21.1,3.3,18.4,2.6,0,0,0,0,0,0,0,0,0,0,3.7,9.7,0,14.6,0,0,0,0,0,0,0,0,12,2.5,1.6,0,0,0,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3.6,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,15.5,22.5,16.5,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,3.1,17.5,15.5,0,0,0,0,0,0,0,0,66.7,81,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,42.5,105,107.5,0,0,23.7,0,0,0,0,0,0,3.2,4,0,0,0,0,0,0,4.3,3.4,17.7,0,0,0,0,0,0,0,0,1.5,0,1.7,8,0,0,11.7,0,0,0,0,0,0,0,8.2,0,0,0,0,0,0,50.7,9.7,0,0,13.7,46,17.6,0.5,0,0,0,0,0,0,0,0,28.3,44,0,0,0,116,0,0,0,0,0,0,20,7.3,0,0,0,0,1.7,24.2,47.7,9.3,1.3,0,0,0,0,0,41,0,0,0,0,0,0,0,4.7,0.9,0,0,0,0,1,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,34,0,0,0,0,40.9,2.52684563758389
-54.2325,-24.6925,245,0,0,0,0,0,0,0,0,0,0,0,9.6,47.5,0,0,0,0,0,0,0,0,17.1,0,27.1,0,0,0,0,0,17.4,0,0,6.4,0,11.5,15.6,0,0,0,44.5,15.8,0,6.4,14.5,4.5,18.4,0,0,0,8.9,0,1.7,0,0,10.5,5.4,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1,7.1,4.7,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,38.1,0,0,0,0,0,0,0,0,12.1,3.9,13.7,0,0,0,25.1,0.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,12.4,21.4,26.8,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.6,22.7,0,20.4,16.6,0,0,0,0,0,0,0,4.2,18.4,67,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,128,0,0,8.3,30.1,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,23.5,0,0,0,0,0,0,0,0,0,0,0,9.6,0,0,14.6,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,39.9,5.4,0,0,38.9,24.9,1.7,0,0,0,0,0,0,0,0,0,28.6,27.7,0,0,0,16.9,0,0,0,0,0,0,17.3,0,0,0,0,0,0,17.2,55.6,0.6,0,0,0,0,0,0,32.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0.658783783783784
-54.2983,-24.6481,337,0,0,0,0,0,12.4,0,4.3,0,0,0,9.8,27.2,0,0,0,1.3,0,5.8,0,0,4.5,0,57.4,0,0,0,0,0,33.1,0,32.4,0,36.3,0,0,0,0,0,0,20.9,0,4.3,0,0,0,1.7,0,0,0,0,0,0,0,6.3,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.2,8.5,8.4,0,0,31.2,0,7.2,0,0,0,0,0,0,0,0,0,0,46.3,0,0,0,0,0,0,0,0,19.1,8.8,0,0,0,29.4,6.1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,0,0,3.4,6.7,29.4,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.9,9.8,0,27.6,13.2,0,0,0,0,0,2.8,3.5,0,4.6,90.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,102,32.5,0,23.7,26.3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,17.8,0,6.4,10.4,0,0,0,0,0,0,0,13.4,0,0,0,0,0,0,40.3,8.8,0,0,26.5,0,0,3.4,0,0,0,0,0,0,0,0,18.7,43.3,0,0,0,23.8,0,0,0,0,0,0,52.6,6.5,0,0,0,0,0,42.4,59,0,0,0,0,0,0,0,48.1,3.7,0,0,0,0,0,0,0,14.5,0,0,0,0,0,0,2.5,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1,0.749163879598662
-54.1,-24.1667,400,0,0,0,0,0,0,0,0,12.1,0,0,16.3,48.2,3.2,0,0,5.2,0,5.7,0,0,8.3,0,21.6,5.6,28.4,0,0,0,0,0,0,22.7,2.3,0,0,0,0,0,43.1,32.9,0,36.2,15,33.2,0,0,0,0,0,0,0,0,19.8,0,3.4,0,0,9.8,0,0,14.8,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,36.8,28.2,23.3,16.2,0,0,0,0,16.7,0,0,0,0,0,0,5.2,6.3,0,0,18.2,0,0,0,12.4,0,4.8,0,0,1.6,0,0,0,0,25.8,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,60.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,13.7,5.3,10,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3,6.8,0,18.4,10.5,0,0,0,0,0,0,0,1.8,51.9,88.4,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.1,32.3,10.8,0,0,4.2,0,0,0,0,0,0,4.9,3.4,0,0,0,0,0,1.4,0,0,0,15.1,0,0,0,0,0,0,0,0,0,0,1.5,0,0,21.5,0,0,0,0,0,0,0,23.1,0,0,0,0,0,0,31.5,21,0,0,25.1,19.2,34.9,15,0,0,0,0,0,0,0,0,0,65,0,0,0,29.6,0,0,0,0,0,0,21.4,0,0,0,10.5,0,0,40.9,93,8,11.6,0,0,0,0,0,38.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1.4,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0.979522184300341
-54,-24.9772,570,0,0,1.8,0,0,0,6.5,0,0,0,0,10.8,0,0,0,0,3.2,0,13.7,0,8,20.6,0,0,0,0,0,0,13.5,0,0,0,43,0,0,0,16,0,5,24.3,5.5,27.6,6.1,14,2,0,0,0,32.4,1.9,0,0,5,11.3,0,0,0,0,0,8.3,0,0,0,0.9,0,0,1.7,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,35,0,0,0,0,0,20.3,1.5,0,0,0,0,0,0,0,0,0,0,50.7,1.4,0,0,0,0,0,0,0,14.5,0,0,0,0,0,0,30.2,0,0,0,0,0,2.5,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12.5,0,0,16.3,28.8,0,26.9,0,15.2,0,0,0,1.5,0,0,0,0,0,0,0,0,2.3,35.7,0,0,35.5,0,0,0,0,0,0,0,20.3,23.9,41.1,15.5,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,90.5,72.9,0,0,23.5,33.6,0,0,0,0,0.5,0,19.8,0,0,0,0,2.4,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,28.5,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,50.6,9.3,0,0,47.6,26.1,12.6,0,0,0,0,0,0,0,0,0,70,8.7,0,0,0,63.7,0,0,0,0,0,0,20.5,0,0,0,0,0,0,0,55.5,10.9,0,0,0,0,0,0,59.7,0,0,0,0,8.5,12,0,10.4,0,0,0,0,0,0,1.5,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,58.5,1.00673400673401
-54.2394,-24.7789,281,0,0,0,0,0,0,0,0,0,0,0,1.5,24.5,0,0,0,0,2.8,14.8,0,0,5.7,0,10.2,14.1,0,0,0,0,90.1,0,0,19.1,0,0,0,0,0,0,22.3,23.5,0,5.9,24.5,4.5,0,0,0,0,0,0,0,0,14.2,10.5,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,4.9,0,0,0,17.5,0,2.5,0,0,0,0,0,0,0,0,0,0,44.9,0,0,0,0,0,0,0,0,19.9,0,5.1,0,0,0,36.1,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,31.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3,0,0,0,5.3,38.5,27.9,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.4,8.6,36.1,0,0,0,0,0,0,0,0,0,4.9,26.9,105.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.8,18.2,0,0,35.3,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,8.2,0,19.8,0,0,0,0,0,0,0,0,11.7,0,14.5,0,0,0,25.6,0,0,0,0,0,0,0,18.7,0,0,0,0,0,0,30.3,0,19.3,0,31.1,31.8,0,0,0,0,0,0,0,0,0,0,0,78.6,0,0,0,21.1,0,0,0,0,0,0,0,26.3,0,0,0,0,0,0,60.5,0,4.5,0,0,0,0,0,50.6,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3,0
-54.1667,-24.45,364,0,0,0,9,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,6.5,0,80,0,0,0,0,0,8.5,8.5,0,34.5,0,3.5,0,0,0,11,12,12.5,0,31,21.5,11.4,0,0,0,0,3.2,0,0,0,15,5,0,13,0,2.5,12,0,0,0,0,8.5,0,0,0,0,4.8,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,2.5,12,32.5,0,33,0,0,0,0,0,0,0,0,0,0,7.5,0,31,0,0,0,0,0,0,0,0,19.8,0,3,0,0,0,0,30.8,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,29.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,12,11.5,16.9,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,9.5,6,27.5,0,0,0,0,0,0,0,0,0,26.3,86.4,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,75.1,14.3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,10.5,17.8,0,0,0,0,0,0,0,0,0,0,11,7.5,0,0,25.5,0,0,0,0,0,0,0,17.3,0,0,0,0,0,0,46,0,0,0,33.5,14.3,0,7,0,0,0,0,0,0,0,0,0,55.7,0,0,0,51.5,0,0,0,0,0,0,20,0,0,0,0,0,0,50,56.6,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,1.66876971608833
-54.2167,-24.3167,249,0,0,0,0,0,0,0,0,1.4,0,0.9,5.8,35.2,0,0,0,3.5,2.3,1.5,0,4.8,5.6,0,20,0,3.4,0,2.7,0,15.3,0,3,40.6,0,0,0,0,0,4,13.7,44,0,22.4,11.8,20.4,6,0,3.3,0.9,0,0,0,0,23.3,32.6,35.7,1.8,32.1,2.1,0,0.9,0.9,0,0,0,0,0,0,0,13.5,1.1,0,0,0,3.5,0,0,0,6,0,0,0,0,0,0,0,4.7,5,28.7,4.4,0.6,12.5,0,4.2,0,0,0,0,0,0,0,12.4,3.1,0,26.4,0.6,0,0,0.7,8.6,0,0,0,1.8,0,0,0,0,0,28.8,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,1,0,49.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,11.7,9.6,5,32.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2,5.1,4.2,18.5,10.9,0,0,0,0,0,0,0,9.2,56.6,91.7,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3,59.3,10.5,0,0,18.9,0,0,0,0,0,0,2.1,4.7,0,0,0,0,0,4.2,1.2,0.8,21.5,0,0,0,0,0,0,0,0,1.8,0,1.6,0,0,0,18.5,0,0,0,0,0,0,0,12.2,0,0,0,0,0,0,28.9,21.9,1.1,0,23.9,18.4,6,4.9,0,0,0,0,0,0,0,0,0,57,0,0,0,38.1,2,0,0,0,0,0,20.4,16.4,0,0,0,0,0,31.8,72,8.1,2.6,0,0,0,0,0,40,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,5.7,3.2,33.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.03636363636364
-54.2014,-24.9061,243,0,0,0,0,0,0,0,0,0,0,5.5,1.4,3.1,0,0,0,8.7,12.1,23.6,0,19.4,3.7,0.1,3.1,42.9,0,0,5.6,0,13.8,21.1,0.5,22.3,0,0,0.4,0,20.6,8.5,9.3,11.9,0,6.1,11.3,4.5,0,0,0,0,0,0.4,0,0,6.5,2.8,2.5,0,15.2,3,0,0,0,0,0,0,0,0,0,0,7.4,2.5,0,0,0,0,0,0,0,0,2.5,0,0,1.2,0,0,12.1,59.3,18,2.5,0.3,0,3.7,0,18.9,0,0,0,0,0,0,0,1.3,0,0,24.2,0,0,0,0,0,0,0.2,0,17.5,5.5,1.4,0,0,0,22.2,1.2,0.2,3.6,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3,1.8,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,0,0,3.9,28.5,15.9,17.2,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,41.1,0,4,20,3.2,0,0,0,0,0,0,0,13.5,26.8,109.5,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,82.4,13.8,0,9.5,27.2,0,0,0,0,0.5,0,0,6.8,0,0,0,0,0,3.6,0.8,0,38,0,0,0,0,0,0,0,0,2.1,0,9.2,9.5,0,6.4,23.4,0,0,0,0,0,0,0,21.8,0,0,0,0,0,0,37.7,12.5,0,0,30.9,26.1,0,0,0,0,0,0,0,0,0,0,31.6,23.6,0,0,0,39.8,0,0,0,0,0,0,14.4,2.9,0,0,0,0,0,4.6,54.5,0.4,0,0,0,0,0,0,49.9,2.5,0,0,0,0,0,5.6,0,2.1,0,0,0,0,0,0,0,23.3,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.2,0.31203007518797
-54.2167,-24.55,270,0,0,0,2.1,1.7,0,0,5.1,0.4,0,0,9.3,19.5,0,0,0,0,0.3,10.1,0,0,49.8,1.2,53.2,9.7,0,0,0,0,8.9,5.5,15.2,38.3,0,8,0,0,4.5,0,23.3,7,0.2,8.8,4.3,9.7,0,0,2,0,0,0,0,0,3,0.7,13.1,1.1,0,0,0,0,0,0.2,2.2,1.4,0.6,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,1.3,0.3,0,0,0,28.4,4.6,12.7,17.4,0,29.2,0,0,0.3,0,0,0,0,0,0,1.5,0.9,0,34.7,0,0,0,0,0,0,0,0,18.9,2.9,0.7,0,0,0,19.2,1,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0,2.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,4.7,38.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1.2,4.2,24.9,12.3,25.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,47.9,8.1,4.2,17.8,15.2,0,0,0,0,0,0,0,8,16.3,68.1,4.2,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,15.5,104.9,28.2,0,0,35.2,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0.2,0,0.3,23.5,0,0,0,0,0,0,0,0,1.1,0,1.7,7.5,0,1.2,17.9,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,37.8,0.1,0.9,0,31.7,16.8,2.1,2.8,0,0,0,0,0,0,0,0,3.8,45.7,0,0,0,33,1.9,0,0,0,0,0,31.2,4.1,0,0,0,0,0,21.1,58.4,3.2,1.6,0,0,0,0,0,31.9,0.7,0,0,0,0,0,0,0,1.1,0,0,0,0,1.1,0,3.5,22.4,0,0,0,0,2.5,0,0,0,0,1.5,0,0,0,0,0,4.7,0,0.2,0,0,0,61.7,0.268482490272374
-48.8333,-25.4667,8,0,3.8,1.7,5.6,3.4,0,18.2,0,0,34.9,4.3,11.6,0,0,3.2,9.5,110.2,1.4,78.1,11.5,5.5,28.3,9.1,4.5,0,0.6,0,11.3,70.7,0,4.9,1.2,52.6,0.7,25.9,2.3,30,31.1,27.7,4.1,4.4,33.7,6.7,11.8,17.3,15.8,11,16.6,0,1.7,7.8,0,2.6,20.6,11.5,7.7,18.8,0.8,1.7,1.3,2.4,16.7,12.5,8.7,11,10.9,10.4,7.8,18.4,197.4,321.2,0.7,1.2,0.8,4.9,1.3,0.7,0,0,0.6,3.6,3.4,13,48,3.1,6.8,11.9,12.4,13.7,15.7,10.9,5.3,11.5,11.7,8.6,3.1,0,0,2.3,0,5.1,0,2.4,5.7,3.4,0,12.1,0.3,0,1.2,0,0,0,3.8,2.1,3.5,3.2,8.1,6.3,2.4,2.3,0,0,0,0,0,0,0,2.1,0,0.8,1.4,1.2,1.7,14.2,4.3,0,0,0,2.3,0,0,0,0,0,0,0,7.6,0.5,0,0,0,0,0,0.3,2.9,0,6.8,0,23.7,2.5,0,0,0,0.4,1.2,0,0,0,0,0,0,1.7,3,0.9,0.5,10.7,2.1,0,0,34.7,12.4,9.9,39.4,15.1,0,0,0,0,0,0,0,0,0,3.1,4.7,0,0,13.2,0,2.9,0.5,10.7,4.5,3.2,3.8,2.7,3.2,0,0,1.9,20,102.8,31.6,0,0,0,0,1.2,2.3,10.5,5,8.1,1.7,0,1.7,0.9,0,0,0,15.9,9.3,9.4,4.3,9.3,6.2,0.8,8.9,0,16.9,19.1,0,0,0,0,0,0,0,3.9,20.6,11.4,6.1,0.2,0,0,0,0,1.3,7.6,4.7,2.3,0,0,4.9,3,2.6,1.3,3.1,0.8,0,0,0,0,1.7,0,16.2,0.9,0,0,0,0,12.5,9.1,25.9,2.8,22.5,24.7,14.7,32.7,3.1,0,12.6,9.6,0,2.1,0,0,0,0,2.3,0,0,26.8,16.9,0.9,0,2.3,0,0,0,0,0,0,0,9.3,5.7,1.9,28,21.7,7.6,0,0,0,0,0,7.9,2.4,0,1.3,0,0.6,4.7,13.4,0,22.6,3,2.7,5.3,16.4,8.6,8.8,1.7,10.3,12,5.8,0,0.9,4.6,0,0,0,0,0,0,0,0,0,8.1,23,4.4,1.2,1.9,2.3,1.4,18.6,1.4
-48.8794,-25.1697,791,0,0,8,0,0,0,0,20.1,25.1,20.2,5,0,29.5,0,0,0,0,0,48.6,10.1,13.2,15.5,8.4,10.1,3.2,3.1,1.3,0,0,11,0,0,0,8.1,8.2,10.1,14.2,11.3,0,10.1,10.6,0,0,0,15.1,17.1,3.1,3.4,0,0,5.1,10.1,7.2,8.1,6.2,6.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1,30.2,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,NA,NA,NA,NA,101,0,0,0,10.2,0,6.1,5.1,0,0,3.1,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5.1,0,0,6.2,0,0,0,3.1,0,0,0,0,11.3,0,0,0,20.3,40.1,21.4,25.1,0,0,0,0,0,5.1,0,3.1,0,0,6.1,3.1,0,0,0,5.2,0,0,0,0,0,0,0,0,5,0,3.1,0,0,0,0,5.3,14.2,0,0,5.2,3.2,0,0,0,0,8.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1
-48.75,-25.2333,80,13.2,3.8,29.9,44.5,16.7,0,43.1,4.7,1.6,37.3,135,9.7,28.9,0,3.9,43.6,38.3,5.3,57.2,7.5,6.5,10,4.6,31.2,1.5,0,14.7,0,26.2,35.3,17.1,16.9,12.7,3.6,28.6,0,36.3,18.7,18.4,1,1.3,3.7,0,4.3,1.2,77.4,24.8,18,0,0.9,45.5,0,13.8,11,10.1,12.1,28.7,2.4,12.1,2.1,15.6,19.9,15.3,21,22,20.9,2.5,9.5,21.7,68.5,60.4,71.4,25,12.7,4.2,0,0,0,7.5,2.3,5.2,7.9,0,0,3.6,2.8,28.4,5.8,17.7,26.3,3.9,1.7,18.7,3.7,0,4.3,0,0,13.2,41.4,1.9,0,0,0,2.7,0,7.2,0,1.2,0,0,0,0,6.7,8.1,9.9,4.8,11.2,22.3,2.1,0,0,0,1.5,0,0,2.8,0,3.6,2.4,0,0,7.5,2.3,11.3,15.6,6.9,0,0,0,0.8,0,0,0,0,0,31,3.7,0,0,0,0,0,0,0,1,0,0,12.4,29.8,14.9,0,0,0,1.9,4.8,0,0,0,0,0,0,1.9,4.1,0,3.4,2.9,8.4,0,0,13.4,12.5,23.9,22.5,33.7,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.8,0,0,18.7,12,1,1.1,0,1.3,0,0,12.4,36.3,151.5,49,0,0,0,0,0,0,0,25.1,20.7,1,0,2.3,7.2,0,0,0,22.7,27.8,18.5,4.2,29,6,2.9,1.6,5.4,0,0,1.2,36.2,1.6,0,0,0,0,2.3,6,4.2,4.7,2.1,0,0,0,0,3.5,8.6,4.7,1.8,0,0,5.9,3.9,0,1.7,2,7.2,1,0,0,0,0,19.1,5.9,9.4,0,0,0,0,19.5,10,7.9,9.1,4.4,20.5,16.1,20.5,13.8,0,5.7,15.9,0,4.2,0,0,0,12,0,0,0,13.4,26.5,8.5,17.8,0,0,0,0,0,0,0,0,3.1,13.9,6.5,28.6,37.3,42,1,0,0,0,0,15.1,2.2,0,1.6,0,1.9,20,31.6,1.4,1.4,7.3,8.4,2.4,6.6,12.2,5.2,0,11,19.7,2.4,0,10,6.3,33.6,0,0,0,0,0,0,0,22,0,46,22.3,22.4,26.2,18,2.7,11.2,3.31791907514451
